,Position,Rank,Game,Date,Age,Team,Location,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Cam Reddish,SF,43,,1/13/2023,23-134,NYK,@,WAS,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,44,,1/15/2023,23-136,NYK,@,DET,W (+13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,45,,1/16/2023,23-137,NYK,,TOR,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,46,,1/18/2023,23-139,NYK,,WAS,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,47,,1/20/2023,23-141,NYK,@,ATL,L (-15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,48,,1/22/2023,23-143,NYK,@,TOR,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,49,,1/24/2023,23-145,NYK,,CLE,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,50,,1/26/2023,23-147,NYK,@,BOS,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,51,,1/28/2023,23-149,NYK,@,BRK,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,52,,1/31/2023,23-152,NYK,,LAL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,53,,2/2/2023,23-154,NYK,,MIA,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,54,,2/4/2023,23-156,NYK,,LAC,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,55,,2/5/2023,23-157,NYK,,PHI,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,56,,2/7/2023,23-159,NYK,@,ORL,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,57,21,2/10/2023,23-162,POR,,OKC,L (-9),1,17:29,4,7,0.571,2,5,0.4,1,1,1,0,2,2,2,0,0,0,3,11,8.5,4
Cam Reddish,SF,58,22,2/13/2023,23-165,POR,,LAL,W (+12),1,18:48,2,8,0.25,1,5,0.2,0,0,,1,2,3,2,2,1,1,1,5,4.2,1
Cam Reddish,SF,59,23,2/14/2023,23-166,POR,,WAS,L (-25),1,32:56:00,7,12,0.583,4,7,0.571,0,0,,0,1,1,1,1,0,0,3,18,13.2,-14
Cam Reddish,SF,60,24,2/23/2023,23-175,POR,@,SAC,L (-17),1,34:40:00,7,18,0.389,3,11,0.273,7,7,1,2,2,4,4,2,0,5,1,24,15.6,-18
Cam Reddish,SF,61,25,2/26/2023,23-178,POR,,HOU,W (+17),1,31:15:00,2,3,0.667,1,2,0.5,2,2,1,0,2,2,4,3,0,0,3,7,10.9,30
Cam Reddish,SF,62,26,2/28/2023,23-180,POR,@,GSW,L (-18),1,29:23:00,4,10,0.4,2,7,0.286,0,0,,0,2,2,1,0,0,4,1,10,1.5,-6
Cam Reddish,SF,63,27,3/1/2023,23-181,POR,,NOP,L (-11),0,24:16:00,4,8,0.5,2,5,0.4,3,3,1,2,1,3,2,1,0,1,3,13,10.9,-21
Cam Reddish,SF,64,28,3/3/2023,23-183,POR,@,ATL,L (-18),1,32:42:00,9,17,0.529,4,9,0.444,3,4,0.75,0,3,3,2,1,2,2,2,25,18.2,-14
Cam Reddish,SF,65,29,3/5/2023,23-185,POR,@,ORL,W (+3),1,37:05:00,7,13,0.538,2,4,0.5,0,0,,1,4,5,3,2,0,2,4,16,12.1,-5
Cam Reddish,SF,66,30,3/6/2023,23-186,POR,@,DET,W (+6),1,40:18:00,3,10,0.3,3,6,0.5,4,6,0.667,1,5,6,8,2,0,1,2,13,14.4,1
Jerami Grant,PF,1,1,10/19/2022,28-221,POR,@,SAC,W (+7),1,35:20:00,5,11,0.455,3,3,1,10,13,0.769,2,6,8,1,2,0,1,4,23,19.4,7
Jerami Grant,PF,2,2,10/21/2022,28-223,POR,,PHO,W (+2),1,40:06:00,3,7,0.429,1,2,0.5,1,4,0.25,0,4,4,2,0,2,1,1,8,5.7,-4
Jerami Grant,PF,3,3,10/23/2022,28-225,POR,@,LAL,W (+2),1,34:42:00,5,11,0.455,2,3,0.667,4,4,1,0,2,2,1,0,0,1,3,16,9.4,0
Jerami Grant,PF,4,4,10/24/2022,28-226,POR,,DEN,W (+25),1,35:30:00,7,13,0.538,1,6,0.167,6,7,0.857,0,2,2,1,0,1,1,1,21,14.9,19
Jerami Grant,PF,5,5,10/26/2022,28-228,POR,,MIA,L (-21),1,28:11:00,4,10,0.4,1,5,0.2,2,5,0.4,0,3,3,4,0,0,3,0,11,5.1,-11
Jerami Grant,PF,6,6,10/28/2022,28-230,POR,,HOU,W (+14),1,35:01:00,5,11,0.455,2,6,0.333,3,4,0.75,1,4,5,4,2,1,3,2,15,12.5,22
Jerami Grant,PF,7,7,11/2/2022,28-235,POR,,MEM,L (-5),1,38:17:00,7,18,0.389,3,9,0.333,6,7,0.857,0,5,5,3,0,1,4,1,23,12.7,8
Jerami Grant,PF,8,8,11/4/2022,28-237,POR,@,PHO,W (+2),1,38:42:00,10,17,0.588,1,3,0.333,9,11,0.818,0,2,2,5,0,1,3,3,30,21.9,-2
Jerami Grant,PF,9,9,11/5/2022,28-238,POR,@,PHO,L (-20),1,25:59:00,4,10,0.4,1,1,1,5,6,0.833,2,3,5,3,0,1,3,1,14,9.9,-19
Jerami Grant,PF,10,10,11/7/2022,28-240,POR,@,MIA,W (+3),1,34:59:00,9,15,0.6,5,8,0.625,0,0,,1,5,6,2,0,1,3,3,23,16.2,3
Jerami Grant,PF,11,,11/9/2022,28-242,POR,@,CHO,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jerami Grant,PF,12,11,11/10/2022,28-243,POR,@,NOP,W (+11),1,41:55:00,10,20,0.5,4,8,0.5,3,5,0.6,3,5,8,4,4,1,2,3,27,24.1,20
Jerami Grant,PF,13,12,11/12/2022,28-245,POR,@,DAL,L (-5),1,39:00:00,13,22,0.591,5,9,0.556,6,6,1,2,4,6,2,0,2,2,2,37,29.4,-4
Jerami Grant,PF,14,13,11/15/2022,28-248,POR,,SAS,W (+7),1,37:20:00,9,15,0.6,6,8,0.75,5,8,0.625,2,6,8,1,1,0,2,1,29,23.4,18
Jerami Grant,PF,15,14,11/17/2022,28-250,POR,,BRK,L (-2),1,37:15:00,2,13,0.154,1,5,0.2,0,0,,0,5,5,3,1,1,1,4,5,-0.6,-8
Jerami Grant,PF,16,15,11/19/2022,28-252,POR,,UTA,L (-5),1,37:28:00,5,11,0.455,4,7,0.571,0,0,,0,2,2,1,2,2,0,2,14,12.2,-3
Jerami Grant,PF,17,16,11/21/2022,28-254,POR,@,MIL,L (-8),1,35:06:00,6,16,0.375,0,2,0,6,8,0.75,1,3,4,2,0,2,2,2,18,10,-20
Jerami Grant,PF,18,17,11/23/2022,28-256,POR,@,CLE,L (-18),1,36:09:00,6,12,0.5,5,8,0.625,4,4,1,0,3,3,3,3,0,4,1,21,16.6,-19
Jerami Grant,PF,19,18,11/25/2022,28-258,POR,@,NYK,W (+3),1,40:18:00,10,20,0.5,3,7,0.429,21,28,0.75,0,1,1,2,0,1,2,4,44,30,-1
Jerami Grant,PF,20,19,11/27/2022,28-260,POR,@,BRK,L (-14),1,40:14:00,11,24,0.458,5,10,0.5,2,2,1,1,3,4,5,0,0,1,2,29,19.9,-5
Jerami Grant,PF,21,20,11/29/2022,28-262,POR,,LAC,L (-6),1,38:12:00,12,24,0.5,5,11,0.455,3,4,0.75,1,2,3,2,2,2,2,6,32,21.3,2
Jerami Grant,PF,22,21,11/30/2022,28-263,POR,@,LAL,L (-19),1,35:10:00,10,23,0.435,2,5,0.4,5,6,0.833,1,3,4,5,2,1,0,2,27,21.5,-12
Jerami Grant,PF,23,22,12/3/2022,28-266,POR,@,UTA,W (+5),1,37:12:00,10,18,0.556,2,5,0.4,11,14,0.786,0,0,0,5,0,0,1,2,33,24.9,-2
Jerami Grant,PF,24,23,12/4/2022,28-267,POR,,IND,W (+16),1,32:57:00,9,21,0.429,3,10,0.3,7,7,1,3,2,5,3,0,0,2,2,28,18.9,28
Jerami Grant,PF,25,24,12/8/2022,28-271,POR,,DEN,L (-1),1,38:29:00,6,15,0.4,2,7,0.286,4,4,1,0,3,3,3,1,1,1,3,18,12.4,5
Jerami Grant,PF,26,25,12/10/2022,28-273,POR,,MIN,W (+6),1,39:07:00,6,13,0.462,2,5,0.4,3,3,1,2,5,7,2,0,0,2,3,17,11.4,-2
Jerami Grant,PF,27,26,12/12/2022,28-275,POR,,MIN,W (+21),1,31:50:00,7,12,0.583,3,6,0.5,7,7,1,2,1,3,2,0,1,2,4,24,18.6,22
Jerami Grant,PF,28,27,12/14/2022,28-277,POR,@,SAS,W (+16),1,34:49:00,7,13,0.538,2,6,0.333,2,3,0.667,0,4,4,2,1,1,3,2,18,11.8,13
Jerami Grant,PF,29,28,12/16/2022,28-279,POR,@,DAL,L (-20),1,20:53,2,9,0.222,1,3,0.333,2,2,1,0,0,0,1,0,0,0,0,7,2.2,-29
Jerami Grant,PF,30,,12/17/2022,28-280,POR,@,HOU,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jerami Grant,PF,31,29,12/19/2022,28-282,POR,@,OKC,L (-2),1,41:54:00,10,18,0.556,1,5,0.2,5,7,0.714,3,5,8,3,2,0,4,2,26,19.5,-1
Jerami Grant,PF,32,30,12/21/2022,28-284,POR,@,OKC,L (-3),1,35:29:00,7,14,0.5,2,4,0.5,1,3,0.333,0,5,5,4,0,1,2,2,17,11.4,-1
Jerami Grant,PF,33,31,12/23/2022,28-286,POR,@,DEN,L (-13),1,37:20:00,7,13,0.538,3,6,0.5,3,5,0.6,2,5,7,2,1,0,2,3,20,15,-10
Jerami Grant,PF,34,32,12/26/2022,28-289,POR,,CHO,W (+11),1,36:41:00,12,19,0.632,4,6,0.667,4,4,1,4,6,10,5,1,2,1,3,32,31.8,12
Jerami Grant,PF,35,33,12/30/2022,28-293,POR,@,GSW,L (-6),1,40:52:00,8,16,0.5,1,7,0.143,2,2,1,1,2,3,5,0,0,3,1,19,12.4,-12
Jerami Grant,PF,36,34,1/2/2023,28-296,POR,,DET,W (+29),1,27:54:00,12,17,0.706,5,8,0.625,7,9,0.778,1,1,2,0,1,0,2,1,36,27.7,27
Jerami Grant,PF,37,35,1/4/2023,28-298,POR,@,MIN,L (-7),1,31:38:00,8,14,0.571,4,6,0.667,6,6,1,1,4,5,1,3,0,0,2,26,24.2,3
Jerami Grant,PF,38,36,1/6/2023,28-300,POR,@,IND,L (-9),1,37:23:00,6,15,0.4,0,5,0,3,3,1,1,3,4,2,0,0,2,2,15,7.1,-10
Jerami Grant,PF,39,37,1/8/2023,28-302,POR,@,TOR,L (-12),1,39:35:00,4,11,0.364,1,6,0.167,5,6,0.833,2,3,5,0,1,1,0,2,14,10.7,-5
Jerami Grant,PF,40,38,1/10/2023,28-304,POR,,ORL,L (-3),1,40:33:00,8,19,0.421,0,6,0,0,0,,2,4,6,1,1,3,2,5,16,8.3,-5
Jerami Grant,PF,41,39,1/12/2023,28-306,POR,,CLE,L (-6),1,35:55:00,8,16,0.5,2,7,0.286,4,7,0.571,0,1,1,1,2,2,4,5,22,11.2,-3
Jerami Grant,PF,42,40,1/14/2023,28-308,POR,,DAL,W (+17),1,34:26:00,6,9,0.667,2,4,0.5,2,2,1,1,4,5,4,2,1,2,2,16,16.7,15
Jerami Grant,PF,43,41,1/15/2023,28-309,POR,,DAL,W (+17),1,24:48:00,7,10,0.7,4,5,0.8,2,2,1,1,3,4,1,1,0,1,5,20,16.1,19
Jerami Grant,PF,44,42,1/17/2023,28-311,POR,@,DEN,L (-9),1,33:26:00,7,15,0.467,2,4,0.5,2,3,0.667,0,4,4,2,2,0,0,3,18,13.3,-15
Jerami Grant,PF,45,43,1/19/2023,28-313,POR,,PHI,L (-10),1,39:19:00,8,14,0.571,2,6,0.333,6,6,1,0,5,5,0,0,0,2,2,24,16.1,-2
Jerami Grant,PF,46,44,1/22/2023,28-316,POR,,LAL,L (-9),1,34:39:00,6,16,0.375,2,4,0.5,5,6,0.833,1,3,4,1,1,0,2,4,19,9.5,3
Jerami Grant,PF,47,45,1/23/2023,28-317,POR,,SAS,W (+20),1,27:39:00,1,9,0.111,1,3,0.333,0,0,,1,1,2,2,0,1,1,0,3,-0.8,9
Jerami Grant,PF,48,46,1/25/2023,28-319,POR,,UTA,W (+10),1,42:20:00,9,15,0.6,0,2,0,1,2,0.5,0,5,5,2,2,1,1,1,19,15.9,16
Jerami Grant,PF,49,47,1/28/2023,28-322,POR,,TOR,L (-18),1,40:46:00,9,19,0.474,1,4,0.25,7,9,0.778,0,8,8,3,1,2,1,2,26,20.6,-22
Jerami Grant,PF,50,48,1/30/2023,28-324,POR,,ATL,W (+4),1,34:55:00,8,17,0.471,4,9,0.444,2,2,1,0,2,2,1,0,2,2,3,22,12.8,-3
Jerami Grant,PF,51,49,2/1/2023,28-326,POR,@,MEM,W (+10),1,19:52,6,12,0.5,1,3,0.333,5,5,1,0,3,3,1,0,1,0,0,18,14.3,-8
Jerami Grant,PF,52,50,2/3/2023,28-328,POR,@,WAS,W (+8),1,36:03:00,2,8,0.25,1,3,0.333,5,6,0.833,0,8,8,3,1,0,1,4,10,7.7,2
Jerami Grant,PF,53,51,2/4/2023,28-329,POR,@,CHI,L (-8),1,39:42:00,5,13,0.385,1,6,0.167,2,3,0.667,0,5,5,4,0,0,2,1,13,7.4,-12
Jerami Grant,PF,54,52,2/6/2023,28-331,POR,,MIL,L (-19),1,36:20:00,4,13,0.308,1,7,0.143,4,5,0.8,0,3,3,0,0,2,0,3,13,6.2,-15
Jerami Grant,PF,55,53,2/8/2023,28-333,POR,,GSW,W (+3),1,40:14:00,7,12,0.583,1,4,0.25,7,8,0.875,1,3,4,1,0,1,4,3,22,13.8,2
Jerami Grant,PF,56,54,2/10/2023,28-335,POR,,OKC,L (-9),1,36:50:00,8,13,0.615,2,5,0.4,5,5,1,0,4,4,2,0,1,4,5,23,14.4,-7
Jerami Grant,PF,57,,2/13/2023,28-338,POR,,LAL,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jerami Grant,PF,58,,2/14/2023,28-339,POR,,WAS,L (-25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jerami Grant,PF,59,,2/23/2023,28-348,POR,@,SAC,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jerami Grant,PF,60,55,2/26/2023,28-351,POR,,HOU,W (+17),1,32:19:00,5,10,0.5,1,2,0.5,2,2,1,1,4,5,1,1,0,4,4,13,6,14
Jerami Grant,PF,61,56,2/28/2023,28-353,POR,@,GSW,L (-18),1,36:57:00,5,17,0.294,1,8,0.125,13,15,0.867,0,5,5,3,1,0,2,1,24,15.5,-17
Jerami Grant,PF,62,57,3/1/2023,28-354,POR,,NOP,L (-11),1,37:31:00,7,14,0.5,5,9,0.556,9,10,0.9,0,4,4,3,0,1,2,2,28,21.8,-7
Jerami Grant,PF,63,58,3/3/2023,28-356,POR,@,ATL,L (-18),1,39:11:00,5,16,0.313,1,6,0.167,3,4,0.75,1,4,5,4,2,3,2,1,14,10.8,-4
Jerami Grant,PF,64,59,3/5/2023,28-358,POR,@,ORL,W (+3),1,38:36:00,5,14,0.357,3,8,0.375,7,7,1,1,5,6,7,1,2,3,5,20,16.7,5
Jerami Grant,PF,65,60,3/6/2023,28-359,POR,@,DET,W (+6),1,40:15:00,9,19,0.474,4,7,0.571,4,4,1,1,5,6,1,1,3,2,4,26,18.7,13
Jusuf Nurkic,C,1,1,10/19/2022,28-057,POR,@,SAC,W (+7),1,25:11:00,3,9,0.333,0,0,,2,2,1,2,5,7,1,2,0,4,1,8,4.1,-7
Jusuf Nurkic,C,2,2,10/21/2022,28-059,POR,,PHO,W (+2),1,35:09:00,6,10,0.6,0,1,0,8,9,0.889,4,13,17,2,1,1,3,4,20,20.2,0
Jusuf Nurkic,C,3,3,10/23/2022,28-061,POR,@,LAL,W (+2),1,30:01:00,2,5,0.4,0,0,,2,2,1,3,10,13,4,0,1,2,3,6,8.7,3
Jusuf Nurkic,C,4,4,10/24/2022,28-062,POR,,DEN,W (+25),1,35:27:00,4,12,0.333,0,1,0,5,7,0.714,2,10,12,6,0,1,0,5,13,12.7,26
Jusuf Nurkic,C,5,5,10/26/2022,28-064,POR,,MIA,L (-21),1,25:45:00,2,7,0.286,0,1,0,3,4,0.75,4,5,9,1,1,1,1,2,7,7.4,-8
Jusuf Nurkic,C,6,6,10/28/2022,28-066,POR,,HOU,W (+14),1,32:12:00,12,17,0.706,1,1,1,2,2,1,3,12,15,1,1,3,4,3,27,24.2,10
Jusuf Nurkic,C,7,7,11/2/2022,28-071,POR,,MEM,L (-5),1,34:44:00,8,14,0.571,3,3,1,4,4,1,6,7,13,4,1,0,3,5,23,21.5,12
Jusuf Nurkic,C,8,8,11/4/2022,28-073,POR,@,PHO,W (+2),1,24:42:00,6,13,0.462,2,2,1,0,0,,5,3,8,3,1,0,2,1,14,12.4,-3
Jusuf Nurkic,C,9,9,11/5/2022,28-074,POR,@,PHO,L (-20),1,22:45,4,8,0.5,0,1,0,0,0,,1,6,7,0,0,1,4,4,8,1.6,-1
Jusuf Nurkic,C,10,10,11/7/2022,28-076,POR,@,MIA,W (+3),1,28:39:00,1,2,0.5,0,1,0,2,2,1,1,10,11,3,2,0,2,3,4,7.6,-11
Jusuf Nurkic,C,11,,11/9/2022,28-078,POR,@,CHO,W (+10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jusuf Nurkic,C,12,,11/10/2022,28-079,POR,@,NOP,W (+11),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jusuf Nurkic,C,13,,11/12/2022,28-081,POR,@,DAL,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jusuf Nurkic,C,14,11,11/15/2022,28-084,POR,,SAS,W (+7),1,15:00,4,9,0.444,0,0,,1,2,0.5,2,3,5,1,0,0,1,2,9,5.1,-21
Jusuf Nurkic,C,15,12,11/17/2022,28-086,POR,,BRK,L (-2),1,25:12:00,5,9,0.556,0,1,0,7,11,0.636,2,6,8,0,0,1,2,3,17,11.8,5
Jusuf Nurkic,C,16,13,11/19/2022,28-088,POR,,UTA,L (-5),1,27:08:00,8,10,0.8,1,1,1,1,3,0.333,2,5,7,2,1,0,5,4,18,12.1,-7
Jusuf Nurkic,C,17,14,11/21/2022,28-090,POR,@,MIL,L (-8),1,31:37:00,7,15,0.467,1,4,0.25,1,2,0.5,4,6,10,3,0,0,0,3,16,13.4,-5
Jusuf Nurkic,C,18,15,11/23/2022,28-092,POR,@,CLE,L (-18),1,28:15:00,9,14,0.643,2,3,0.667,2,2,1,3,3,6,1,3,0,3,5,22,17.5,-9
Jusuf Nurkic,C,19,16,11/25/2022,28-094,POR,@,NYK,W (+3),1,37:46:00,7,12,0.583,2,5,0.4,4,5,0.8,2,6,8,7,0,2,5,5,20,16.5,16
Jusuf Nurkic,C,20,17,11/27/2022,28-096,POR,@,BRK,L (-14),1,33:45:00,6,12,0.5,0,2,0,5,8,0.625,4,10,14,4,0,1,4,4,17,13.5,-6
Jusuf Nurkic,C,21,18,11/29/2022,28-098,POR,,LAC,L (-6),1,31:47:00,6,15,0.4,1,3,0.333,0,0,,2,8,10,7,0,3,2,3,13,12.5,-2
Jusuf Nurkic,C,22,19,11/30/2022,28-099,POR,@,LAL,L (-19),1,31:39:00,2,8,0.25,0,1,0,4,6,0.667,1,9,10,1,1,1,2,3,8,5,-5
Jusuf Nurkic,C,23,20,12/3/2022,28-102,POR,@,UTA,W (+5),1,38:53:00,6,12,0.5,0,1,0,3,6,0.5,5,9,14,4,0,1,1,4,15,14.9,-1
Jusuf Nurkic,C,24,21,12/4/2022,28-103,POR,,IND,W (+16),1,27:46:00,7,12,0.583,2,3,0.667,3,7,0.429,1,5,6,4,1,1,1,2,19,16.7,2
Jusuf Nurkic,C,25,22,12/8/2022,28-107,POR,,DEN,L (-1),1,31:14:00,9,10,0.9,2,3,0.667,1,1,1,1,8,9,2,2,2,3,5,21,20.5,10
Jusuf Nurkic,C,26,23,12/10/2022,28-109,POR,,MIN,W (+6),1,26:15:00,3,6,0.5,0,2,0,2,4,0.5,3,12,15,2,0,2,2,4,8,9.1,-8
Jusuf Nurkic,C,27,24,12/12/2022,28-111,POR,,MIN,W (+21),1,25:10:00,4,8,0.5,0,2,0,6,9,0.667,2,14,16,4,1,0,2,4,14,14.6,11
Jusuf Nurkic,C,28,25,12/14/2022,28-113,POR,@,SAS,W (+16),1,30:29:00,5,8,0.625,0,1,0,5,7,0.714,2,5,7,6,0,1,2,4,15,14.8,3
Jusuf Nurkic,C,29,26,12/16/2022,28-115,POR,@,DAL,L (-20),1,21:53,6,8,0.75,1,1,1,3,5,0.6,2,4,6,1,1,0,2,4,16,12.7,-3
Jusuf Nurkic,C,30,27,12/17/2022,28-116,POR,@,HOU,W (+12),1,26:54:00,6,11,0.545,1,1,1,1,2,0.5,1,4,5,2,0,1,2,5,14,8.3,21
Jusuf Nurkic,C,31,,12/19/2022,28-118,POR,@,OKC,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jusuf Nurkic,C,32,28,12/21/2022,28-120,POR,@,OKC,L (-3),1,22:39,5,7,0.714,1,2,0.5,1,2,0.5,1,5,6,4,1,0,1,1,12,13.3,5
Jusuf Nurkic,C,33,29,12/23/2022,28-122,POR,@,DEN,L (-13),1,21:27,4,10,0.4,1,2,0.5,2,4,0.5,2,5,7,3,1,2,4,6,11,5.8,-4
Jusuf Nurkic,C,34,30,12/26/2022,28-125,POR,,CHO,W (+11),1,35:39:00,8,12,0.667,5,7,0.714,7,10,0.7,2,13,15,6,2,3,4,4,28,29.6,20
Jusuf Nurkic,C,35,,12/30/2022,28-129,POR,@,GSW,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
