Name,Position,Date,Team,Location,Opp,Minutes Played,FGM,FGA,3PM,3PA,FTM,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Dejounte Murray,SG,10/19/2022,ATL,0,HOU,38:14:00,8,19,1,5,3,3,0,5,5,11,5,1,0,20
Dejounte Murray,SG,10/21/2022,ATL,0,ORL,39:37:00,8,16,2,5,2,2,1,8,9,9,4,0,7,20
Dejounte Murray,SG,10/23/2022,ATL,0,CHO,38:48:00,7,15,2,4,3,3,1,7,8,5,1,1,4,19
Dejounte Murray,SG,10/26/2022,ATL,1,DET,39:19:00,5,18,2,6,2,4,2,6,8,8,2,2,2,14
Dejounte Murray,SG,10/28/2022,ATL,1,DET,32:23:00,12,21,2,6,0,0,0,4,4,5,0,0,0,26
Dejounte Murray,SG,10/29/2022,ATL,1,MIL,34:16:00,9,19,3,5,0,0,0,5,5,6,2,0,1,21
Dejounte Murray,SG,10/31/2022,ATL,1,TOR,30:31:00,7,15,2,4,4,4,0,4,4,9,0,0,4,20
Dejounte Murray,SG,11/2/2022,ATL,1,NYK,38:06:00,14,27,5,12,3,3,0,4,4,9,5,1,3,36
Dejounte Murray,SG,11/5/2022,ATL,0,NOP,41:47:00,9,23,1,8,3,4,2,8,10,11,3,0,2,22
Dejounte Murray,SG,11/7/2022,ATL,0,MIL,32:03:00,11,24,3,9,0,0,2,6,8,11,3,0,3,25
Dejounte Murray,SG,11/9/2022,ATL,0,UTA,37:49:00,11,20,1,5,3,4,1,5,6,5,0,1,3,26
Dejounte Murray,SG,11/10/2022,ATL,0,PHI,34:42:00,5,13,0,4,0,0,0,3,3,8,2,0,2,10
Dejounte Murray,SG,11/12/2022,ATL,1,PHI,38:19:00,9,23,1,4,4,4,3,5,8,7,2,0,0,23
Dejounte Murray,SG,11/14/2022,ATL,1,MIL,36:01:00,6,14,1,4,6,7,0,8,8,5,0,0,1,19
Dejounte Murray,SG,11/16/2022,ATL,0,BOS,33:43:00,9,17,1,3,0,0,0,3,3,5,1,0,3,19
Dejounte Murray,SG,11/19/2022,ATL,0,TOR,40:21:00,7,18,1,6,2,2,0,7,7,4,2,0,2,17
Dejounte Murray,SG,11/21/2022,ATL,1,CLE,37:19:00,4,17,1,4,2,2,1,3,4,6,1,0,4,11
Dejounte Murray,SG,11/23/2022,ATL,0,SAC,34:59:00,5,16,1,4,4,4,1,6,7,4,3,0,2,15
Dejounte Murray,SG,11/25/2022,ATL,1,HOU,35:39:00,14,24,8,13,3,3,0,3,3,3,2,0,3,39
Dejounte Murray,SG,11/27/2022,ATL,0,MIA,38:49:00,5,16,2,8,1,2,0,5,5,2,1,0,2,13
Dejounte Murray,SG,11/28/2022,ATL,1,PHI,40:29:00,6,13,3,6,2,2,1,4,5,6,1,1,7,17
Dejounte Murray,SG,11/30/2022,ATL,1,ORL,38:59:00,11,23,3,8,2,3,0,3,3,6,2,1,5,27
Dejounte Murray,SG,12/2/2022,ATL,0,DEN,35:28:00,13,22,4,7,4,6,1,2,3,8,0,1,1,34
Dejounte Murray,SG,12/5/2022,ATL,0,OKC,38:25:00,10,21,3,5,1,3,3,3,6,3,2,2,3,24
Dejounte Murray,SG,12/7/2022,ATL,1,NYK,3:34,0,0,0,0,2,2,0,0,0,0,0,0,0,2
Dejounte Murray,SG,12/19/2022,ATL,0,ORL,37:34:00,7,18,1,7,2,2,1,4,5,3,2,0,3,17
Dejounte Murray,SG,12/21/2022,ATL,0,CHI,39:59:00,7,17,0,3,1,1,0,5,5,10,0,0,5,15
Dejounte Murray,SG,12/23/2022,ATL,0,DET,36:35:00,10,18,3,8,3,4,0,3,3,5,4,0,1,26
Dejounte Murray,SG,12/27/2022,ATL,1,IND,34:44:00,4,12,1,3,5,6,0,2,2,3,1,0,1,14
Dejounte Murray,SG,12/28/2022,ATL,0,BRK,39:50:00,10,26,1,4,3,4,1,8,9,8,1,0,0,24
Dejounte Murray,SG,12/30/2022,ATL,0,LAL,39:08:00,8,17,3,7,1,1,1,6,7,9,1,0,2,20
Dejounte Murray,SG,1/2/2023,ATL,1,GSW,50:42:00,10,20,1,4,4,4,1,9,10,7,2,1,3,25
Dejounte Murray,SG,1/4/2023,ATL,1,SAC,34:46:00,8,17,1,4,4,4,1,5,6,4,3,0,2,21
Dejounte Murray,SG,1/6/2023,ATL,1,LAL,35:02:00,7,18,2,4,0,1,1,0,1,6,1,0,1,16
Dejounte Murray,SG,1/8/2023,ATL,1,LAC,37:23:00,8,18,0,3,0,0,1,4,5,4,1,0,2,16
Dejounte Murray,SG,1/11/2023,ATL,0,MIL,37:53:00,4,16,1,5,0,0,0,4,4,5,2,0,3,9
Dejounte Murray,SG,1/13/2023,ATL,1,IND,36:02:00,7,18,2,4,2,2,1,7,8,6,1,0,1,18
Dejounte Murray,SG,1/14/2023,ATL,1,TOR,38:35:00,10,17,2,5,5,6,0,8,8,6,2,0,4,27
Dejounte Murray,SG,1/16/2023,ATL,0,MIA,35:11:00,11,17,5,8,1,2,0,4,4,7,2,1,2,28
Dejounte Murray,SG,1/18/2023,ATL,1,DAL,37:37:00,12,18,4,6,2,2,1,6,7,4,1,0,1,30
Dejounte Murray,SG,1/20/2023,ATL,0,NYK,36:28:00,14,25,1,4,0,0,2,4,6,12,3,0,1,29
Dejounte Murray,SG,1/21/2023,ATL,0,CHO,37:24:00,11,20,4,6,0,0,0,3,3,3,1,0,3,26
Dejounte Murray,SG,1/23/2023,ATL,1,CHI,36:29:00,9,19,2,7,0,0,0,7,7,4,0,0,2,20
Dejounte Murray,SG,1/25/2023,ATL,1,OKC,38:25:00,9,19,1,8,2,2,0,2,2,3,0,1,4,21
Dejounte Murray,SG,1/28/2023,ATL,0,LAC,38:45:00,7,17,1,5,0,0,1,5,6,8,2,1,1,15
Dejounte Murray,SG,1/30/2023,ATL,1,POR,38:12:00,13,25,5,8,9,9,3,5,8,7,2,0,0,40
Dejounte Murray,SG,2/1/2023,ATL,1,PHO,29:38:00,8,13,4,7,1,3,0,6,6,8,0,0,1,21
Dejounte Murray,SG,2/3/2023,ATL,1,UTA,36:58:00,5,16,1,6,2,2,1,4,5,8,3,0,2,13
Dejounte Murray,SG,2/4/2023,ATL,1,DEN,35:32:00,10,21,3,8,5,7,1,3,4,10,1,2,3,28
Dejounte Murray,SG,2/7/2023,ATL,1,NOP,39:56:00,8,17,3,8,0,0,0,5,5,7,1,0,3,19
Dejounte Murray,SG,2/9/2023,ATL,0,PHO,37:24:00,8,14,2,4,1,2,1,7,8,5,0,1,4,19
Dejounte Murray,SG,2/11/2023,ATL,0,SAS,33:06:00,8,18,2,5,0,0,1,6,7,3,1,0,1,18
Dejounte Murray,SG,2/13/2023,ATL,1,CHO,39:43:00,8,14,1,3,3,3,0,5,5,4,1,0,0,20
Dejounte Murray,SG,2/15/2023,ATL,0,NYK,33:43:00,3,12,0,4,0,0,0,5,5,3,0,0,1,6
Dejounte Murray,SG,2/24/2023,ATL,0,CLE,34:35:00,11,19,2,6,1,1,1,8,9,8,1,0,3,25
Dejounte Murray,SG,2/26/2023,ATL,0,BRK,32:40:00,12,21,4,7,0,0,1,2,3,4,1,0,2,28
Dejounte Murray,SG,2/28/2023,ATL,0,WAS,35:02:00,7,18,1,6,0,0,1,1,2,5,0,0,1,15
Dejounte Murray,SG,3/3/2023,ATL,0,POR,33:36:00,17,22,5,5,2,2,0,5,5,6,1,0,4,41
Dejounte Murray,SG,3/4/2023,ATL,1,MIA,36:02:00,3,14,0,5,4,5,1,4,5,3,2,0,2,10
Dejounte Murray,SG,3/6/2023,ATL,1,MIA,37:15:00,10,19,1,6,2,2,0,4,4,8,2,0,0,23
Demar Derozan,PF,10/19/2022,CHI,1,MIA,36:08:00,14,22,2,3,7,11,1,5,6,9,2,1,1,37
Demar Derozan,PF,10/21/2022,CHI,1,WAS,36:47:00,11,23,0,2,10,11,1,5,6,6,1,0,3,32
Demar Derozan,PF,10/22/2022,CHI,0,CLE,32:31:00,3,9,0,0,7,7,0,2,2,1,2,0,0,13
Demar Derozan,PF,10/24/2022,CHI,0,BOS,32:45:00,10,17,0,0,5,5,0,5,5,5,1,0,3,25
Demar Derozan,PF,10/26/2022,CHI,0,IND,32:17:00,6,14,0,1,5,5,0,1,1,6,0,0,3,17
Demar Derozan,PF,10/28/2022,CHI,1,SAS,35:33:00,11,20,0,1,11,12,0,1,1,1,1,0,0,33
Demar Derozan,PF,10/29/2022,CHI,0,PHI,34:15:00,7,12,1,2,9,10,0,3,3,4,0,0,4,24
Demar Derozan,PF,11/1/2022,CHI,1,BRK,32:45:00,8,21,1,2,3,3,0,4,4,1,3,0,1,20
Demar Derozan,PF,11/2/2022,CHI,0,CHO,28:17:00,2,11,0,1,5,5,2,6,8,5,1,1,5,9
Demar Derozan,PF,11/4/2022,CHI,1,BOS,35:52:00,13,23,0,3,20,22,0,3,3,5,2,1,2,46
Demar Derozan,PF,11/6/2022,CHI,1,TOR,37:29:00,7,9,0,1,6,6,1,4,5,2,1,1,5,20
Demar Derozan,PF,11/7/2022,CHI,0,TOR,35:38:00,2,6,0,1,5,6,0,6,6,7,1,0,2,9
Demar Derozan,PF,11/9/2022,CHI,0,NOP,36:38:00,14,26,0,2,5,6,0,3,3,3,1,1,3,33
Demar Derozan,PF,11/13/2022,CHI,0,DEN,25:40:00,6,11,0,1,4,6,0,2,2,4,0,1,0,16
Demar Derozan,PF,11/16/2022,CHI,1,NOP,30:53:00,11,15,0,1,6,7,1,3,4,7,0,0,0,28
Demar Derozan,PF,11/18/2022,CHI,0,ORL,43:38:00,16,30,1,2,8,9,1,3,4,2,0,0,2,41
Demar Derozan,PF,11/21/2022,CHI,0,BOS,35:03:00,11,24,3,3,3,3,0,8,8,4,1,0,2,28
Demar Derozan,PF,11/23/2022,CHI,1,MIL,37:33:00,14,24,2,3,6,7,0,4,4,8,1,2,2,36
Demar Derozan,PF,11/25/2022,CHI,1,OKC,42:16:00,12,27,0,1,6,8,0,4,4,6,2,0,2,30
Demar Derozan,PF,11/28/2022,CHI,1,UTA,35:40:00,9,20,0,1,8,9,2,2,4,6,1,0,0,26
Demar Derozan,PF,11/30/2022,CHI,1,PHO,31:47:00,11,17,0,1,7,8,0,7,7,4,0,1,2,29
Demar Derozan,PF,12/2/2022,CHI,1,GSW,35:45:00,4,15,0,0,8,9,1,5,6,7,0,0,1,16
Demar Derozan,PF,12/4/2022,CHI,1,SAC,35:24:00,6,18,0,0,6,6,1,4,5,4,0,0,2,18
Demar Derozan,PF,12/7/2022,CHI,0,WAS,37:15:00,11,21,0,1,5,6,0,7,7,4,0,1,5,27
Demar Derozan,PF,12/10/2022,CHI,0,DAL,31:34:00,9,13,1,2,9,9,0,9,9,5,0,0,2,28
Demar Derozan,PF,12/11/2022,CHI,1,ATL,45:19:00,10,21,0,0,14,15,1,12,13,8,0,0,1,34
Demar Derozan,PF,12/14/2022,CHI,0,NYK,39:48:00,8,18,0,2,16,17,0,5,5,2,0,2,2,32
Demar Derozan,PF,12/16/2022,CHI,0,NYK,30:46:00,6,14,0,1,2,2,0,4,4,4,1,0,4,14
Demar Derozan,PF,12/18/2022,CHI,1,MIN,38:52:00,10,19,2,4,7,9,1,3,4,6,2,0,1,29
Demar Derozan,PF,12/20/2022,CHI,1,MIA,39:31:00,9,14,0,1,6,6,1,4,5,5,0,0,2,24
Demar Derozan,PF,12/21/2022,CHI,1,ATL,37:50:00,12,23,0,1,4,6,2,4,6,5,1,0,1,28
Demar Derozan,PF,12/23/2022,CHI,1,NYK,36:58:00,9,21,1,3,6,7,0,7,7,10,2,1,0,25
Demar Derozan,PF,12/26/2022,CHI,0,HOU,40:57:00,11,18,0,0,9,10,1,4,5,9,1,0,2,31
Demar Derozan,PF,12/28/2022,CHI,0,MIL,44:25:00,15,25,0,0,12,14,1,9,10,5,2,2,1,42
Demar Derozan,PF,12/30/2022,CHI,0,DET,34:39:00,9,19,0,2,4,5,0,6,6,5,1,0,2,22
Demar Derozan,PF,12/31/2022,CHI,0,CLE,38:08:00,7,17,0,1,7,7,1,3,4,3,3,1,4,21
Demar Derozan,PF,1/2/2023,CHI,1,CLE,45:55:00,16,32,2,6,10,12,1,2,3,4,4,1,1,44
Demar Derozan,PF,1/4/2023,CHI,0,BRK,35:21:00,8,20,0,1,6,6,0,7,7,3,1,1,1,22
Demar Derozan,PF,1/6/2023,CHI,1,PHI,37:09:00,4,13,0,2,4,5,0,5,5,6,1,1,2,12
Demar Derozan,PF,1/7/2023,CHI,0,UTA,39:38:00,13,22,0,0,9,10,0,2,2,7,0,0,2,35
Demar Derozan,PF,1/9/2023,CHI,1,BOS,23:06,6,9,0,0,1,1,0,3,3,3,1,0,2,13
Demar Derozan,PF,1/19/2023,CHI,1,DET,37:43:00,9,18,0,1,8,8,0,9,9,5,2,1,5,26
Demar Derozan,PF,1/23/2023,CHI,0,ATL,37:19:00,11,21,1,2,3,4,0,1,1,6,3,0,1,26
Demar Derozan,PF,1/24/2023,CHI,1,IND,39:36:00,14,21,0,0,5,5,1,4,5,3,0,1,1,33
Demar Derozan,PF,1/26/2023,CHI,1,CHO,35:17:00,9,21,0,1,10,11,1,2,3,5,1,0,2,28
Demar Derozan,PF,1/28/2023,CHI,1,ORL,38:18:00,11,14,5,5,5,6,0,2,2,8,0,1,3,32
Demar Derozan,PF,1/31/2023,CHI,0,LAC,35:51:00,8,19,0,2,4,6,0,2,2,5,1,1,8,20
Demar Derozan,PF,2/2/2023,CHI,0,CHO,38:13:00,4,12,2,5,5,6,0,4,4,7,1,2,4,15
Demar Derozan,PF,2/4/2023,CHI,0,POR,39:51:00,10,16,1,1,6,6,0,7,7,7,1,1,3,27
Demar Derozan,PF,2/6/2023,CHI,0,SAS,33:45:00,8,17,0,1,3,3,0,1,1,5,1,0,2,19
Demar Derozan,PF,2/9/2023,CHI,1,BRK,35:59:00,5,13,0,1,4,7,1,2,3,6,0,1,3,14
Demar Derozan,PF,2/11/2023,CHI,1,CLE,39:55:00,6,10,2,5,2,3,0,1,1,6,0,0,4,16
Demar Derozan,PF,2/13/2023,CHI,0,ORL,35:42:00,8,20,0,2,3,3,0,3,3,6,0,1,3,19
Demar Derozan,PF,2/24/2023,CHI,0,BRK,27:39:00,8,17,0,3,1,1,0,4,4,4,1,1,1,17
Demar Derozan,PF,2/26/2023,CHI,0,WAS,35:19:00,11,15,0,0,7,8,0,2,2,6,2,0,1,29
Demar Derozan,PF,2/28/2023,CHI,1,TOR,34:41:00,5,11,0,0,3,5,0,0,0,2,1,1,3,13
Demar Derozan,PF,3/1/2023,CHI,1,DET,36:40:00,7,16,0,0,7,9,3,4,7,7,0,0,2,21
Demar Derozan,PF,3/3/2023,CHI,0,PHO,35:41:00,13,18,1,1,4,7,0,0,0,6,2,0,0,31
Demar Derozan,PF,3/5/2023,CHI,0,IND,37:50:00,9,16,1,4,4,4,1,4,5,3,0,0,3,23
Dennis Schroder,PG,11/18/2022,LAL,0,DET,14:34,1,5,0,1,0,0,0,0,0,2,0,0,1,2
Dennis Schroder,PG,11/20/2022,LAL,0,SAS,22:58,4,7,1,2,4,4,0,2,2,2,1,0,0,13
Dennis Schroder,PG,11/22/2022,LAL,1,PHO,20:02,0,6,0,3,0,0,0,0,0,1,1,0,1,0
Dennis Schroder,PG,11/25/2022,LAL,1,SAS,29:03:00,3,7,0,1,3,3,1,2,3,5,1,0,1,9
Dennis Schroder,PG,11/26/2022,LAL,1,SAS,30:42:00,6,10,3,4,6,6,0,3,3,6,0,0,1,21
Dennis Schroder,PG,11/28/2022,LAL,0,IND,30:29:00,2,6,1,4,3,4,0,3,3,4,1,0,1,8
Dennis Schroder,PG,11/30/2022,LAL,0,POR,29:05:00,3,7,0,0,0,1,0,1,1,5,0,0,2,6
Dennis Schroder,PG,12/4/2022,LAL,1,WAS,30:11:00,2,5,0,1,0,0,0,2,2,8,2,0,2,4
Dennis Schroder,PG,12/6/2022,LAL,1,CLE,26:47:00,6,13,1,6,3,3,0,1,1,0,0,0,3,16
Dennis Schroder,PG,12/7/2022,LAL,1,TOR,27:41:00,5,10,1,4,7,7,0,5,5,3,0,0,2,18
Dennis Schroder,PG,12/9/2022,LAL,1,PHI,21:22,2,5,0,2,0,0,0,1,1,4,0,0,1,4
Dennis Schroder,PG,12/11/2022,LAL,1,DET,32:47:00,2,6,1,2,0,0,0,2,2,5,0,0,2,5
Dennis Schroder,PG,12/13/2022,LAL,0,BOS,19:21,0,2,0,1,2,2,0,1,1,1,0,0,0,2
Dennis Schroder,PG,12/16/2022,LAL,0,DEN,30:38:00,5,12,3,6,2,2,1,0,1,3,2,0,2,15
Dennis Schroder,PG,12/18/2022,LAL,0,WAS,29:33:00,4,12,2,6,2,2,0,2,2,7,0,0,1,12
Dennis Schroder,PG,12/19/2022,LAL,1,PHO,29:11:00,12,19,2,2,4,4,0,4,4,4,0,0,4,30
Dennis Schroder,PG,12/21/2022,LAL,1,SAC,29:54:00,6,13,2,4,4,6,0,1,1,3,0,0,2,18
Dennis Schroder,PG,12/23/2022,LAL,0,CHO,26:41:00,4,10,1,5,0,0,0,4,4,5,0,0,2,9
Dennis Schroder,PG,12/25/2022,LAL,1,DAL,27:31:00,3,6,1,3,0,0,0,5,5,4,0,0,2,7
Dennis Schroder,PG,12/27/2022,LAL,1,ORL,28:14:00,2,3,1,1,2,2,1,1,2,2,1,0,3,7
Dennis Schroder,PG,12/28/2022,LAL,1,MIA,34:39:00,5,10,2,5,3,4,0,2,2,2,0,0,4,15
Dennis Schroder,PG,12/30/2022,LAL,1,ATL,32:01:00,5,12,1,5,1,1,1,1,2,9,3,0,2,12
Dennis Schroder,PG,1/2/2023,LAL,1,CHO,37:04:00,4,11,1,3,6,7,0,1,1,5,0,1,1,15
Dennis Schroder,PG,1/4/2023,LAL,0,MIA,40:24:00,8,15,4,7,12,14,0,4,4,2,4,0,1,32
Dennis Schroder,PG,1/6/2023,LAL,0,ATL,34:47:00,7,14,5,8,2,3,0,2,2,1,0,0,3,21
Dennis Schroder,PG,1/7/2023,LAL,1,SAC,38:07:00,8,11,4,5,7,7,1,3,4,2,0,0,2,27
Dennis Schroder,PG,1/9/2023,LAL,1,DEN,34:24:00,3,13,0,5,8,8,0,3,3,4,2,0,1,14
Dennis Schroder,PG,1/12/2023,LAL,0,DAL,38:17:00,3,13,0,6,1,1,0,4,4,6,0,0,0,7
Dennis Schroder,PG,1/15/2023,LAL,0,PHI,31:00:00,3,9,1,2,1,2,0,0,0,3,0,0,2,8
Dennis Schroder,PG,1/16/2023,LAL,0,HOU,33:13:00,3,9,0,1,3,5,0,2,2,3,0,0,0,9
Dennis Schroder,PG,1/18/2023,LAL,0,SAC,26:15:00,2,6,0,1,1,1,0,0,0,2,1,0,2,5
Dennis Schroder,PG,1/20/2023,LAL,0,MEM,33:26:00,4,11,1,3,10,11,1,7,8,8,3,1,1,19
Dennis Schroder,PG,1/22/2023,LAL,1,POR,36:10:00,6,13,2,5,10,10,2,4,6,8,1,0,1,24
Dennis Schroder,PG,1/24/2023,LAL,0,LAC,32:15:00,3,9,1,3,0,0,0,2,2,0,2,1,1,7
Dennis Schroder,PG,1/25/2023,LAL,0,SAS,37:32:00,3,12,1,6,2,3,3,5,8,5,4,2,3,9
Dennis Schroder,PG,1/28/2023,LAL,1,BOS,37:34:00,6,12,0,5,1,1,0,2,2,3,0,0,2,13
Dennis Schroder,PG,1/30/2023,LAL,1,BRK,33:59:00,2,15,1,4,5,6,0,6,6,5,0,0,0,10
Dennis Schroder,PG,1/31/2023,LAL,1,NYK,32:19:00,4,7,2,3,2,2,0,1,1,6,0,0,1,12
Dennis Schroder,PG,2/2/2023,LAL,1,IND,36:28:00,4,8,2,3,2,4,2,4,6,5,1,0,3,12
Dennis Schroder,PG,2/4/2023,LAL,1,NOP,36:48:00,1,6,1,2,4,4,0,2,2,10,1,0,2,7
Dennis Schroder,PG,2/7/2023,LAL,0,OKC,31:55:00,4,9,0,5,2,2,0,2,2,3,0,0,3,10
Dennis Schroder,PG,2/9/2023,LAL,0,MIL,34:19:00,10,17,1,4,4,4,0,2,2,12,1,0,0,25
Dennis Schroder,PG,2/11/2023,LAL,1,GSW,30:03:00,7,12,3,4,9,11,0,3,3,3,0,0,1,26
Dennis Schroder,PG,2/13/2023,LAL,1,POR,29:40:00,1,7,0,2,0,0,0,2,2,6,0,0,2,2
Dennis Schroder,PG,2/15/2023,LAL,0,NOP,19:54,3,4,1,1,3,6,0,1,1,2,0,0,0,10
Dennis Schroder,PG,2/23/2023,LAL,0,GSW,27:22:00,4,7,1,1,4,4,0,0,0,6,1,1,3,13
Dennis Schroder,PG,2/26/2023,LAL,1,DAL,34:35:00,5,12,0,4,6,6,0,1,1,8,0,0,1,16
Dennis Schroder,PG,2/28/2023,LAL,1,MEM,32:18:00,4,11,1,4,1,1,0,4,4,10,0,0,6,10
Dennis Schroder,PG,3/1/2023,LAL,1,OKC,37:15:00,8,18,3,6,7,8,0,2,2,6,2,1,3,26
Dennis Schroder,PG,3/3/2023,LAL,0,MIN,33:43:00,3,13,0,4,0,1,0,1,1,12,1,0,0,6
Dennis Schroder,PG,3/5/2023,LAL,0,GSW,33:16:00,4,13,1,4,2,2,0,1,1,6,1,0,0,11
Desmond Bane,SG,10/19/2022,MEM,0,NYK,37:28:00,6,22,3,13,1,2,0,4,4,6,0,1,2,16
Desmond Bane,SG,10/21/2022,MEM,1,HOU,33:15:00,3,16,3,10,5,5,2,4,6,7,2,0,3,14
Desmond Bane,SG,10/22/2022,MEM,1,DAL,27:15:00,4,11,2,5,4,4,0,5,5,4,1,0,1,14
Desmond Bane,SG,10/24/2022,MEM,0,BRK,32:04:00,14,21,8,11,2,3,0,1,1,7,1,1,1,38
Desmond Bane,SG,10/27/2022,MEM,1,SAC,33:19:00,11,18,6,8,3,4,1,5,6,4,0,0,1,31
Desmond Bane,SG,10/29/2022,MEM,1,UTA,34:29:00,11,23,3,9,7,8,0,6,6,2,1,1,5,32
Desmond Bane,SG,11/2/2022,MEM,1,POR,36:49:00,7,16,5,8,10,11,1,7,8,5,0,0,3,29
Desmond Bane,SG,11/4/2022,MEM,0,CHO,24:21:00,8,16,3,7,0,0,1,5,6,2,0,0,3,19
Desmond Bane,SG,11/6/2022,MEM,0,WAS,35:21:00,9,16,4,8,6,6,0,3,3,4,1,0,1,28
Desmond Bane,SG,11/7/2022,MEM,0,BOS,35:28:00,7,15,2,6,3,3,0,5,5,5,0,0,1,19
Desmond Bane,SG,11/9/2022,MEM,1,SAS,39:25:00,12,23,5,10,3,3,1,5,6,6,0,0,2,32
Desmond Bane,SG,11/11/2022,MEM,0,MIN,33:16:00,7,16,2,7,8,8,0,3,3,5,1,0,4,24
Desmond Bane,SG,12/23/2022,MEM,1,PHO,24:21:00,4,13,2,8,7,7,0,3,3,2,1,0,1,17
Desmond Bane,SG,12/25/2022,MEM,1,GSW,24:25:00,2,13,0,7,5,6,0,3,3,0,0,1,0,9
Desmond Bane,SG,12/27/2022,MEM,0,PHO,27:24:00,4,12,0,4,6,6,0,2,2,0,0,0,2,14
Desmond Bane,SG,12/29/2022,MEM,1,TOR,28:32:00,6,13,3,7,1,1,1,4,5,4,2,0,1,16
Desmond Bane,SG,12/31/2022,MEM,0,NOP,28:03:00,7,19,1,6,3,3,2,5,7,0,1,1,3,18
Desmond Bane,SG,1/4/2023,MEM,1,CHO,26:07:00,8,16,2,6,1,2,0,11,11,4,1,0,2,19
Desmond Bane,SG,1/8/2023,MEM,0,UTA,30:44:00,8,18,4,7,4,6,1,5,6,9,2,1,3,24
Desmond Bane,SG,1/9/2023,MEM,0,SAS,29:04:00,6,16,3,5,0,1,0,2,2,4,0,0,4,15
Desmond Bane,SG,1/11/2023,MEM,0,SAS,29:34:00,7,14,4,5,0,0,3,3,6,3,1,0,3,18
Desmond Bane,SG,1/14/2023,MEM,1,IND,29:04:00,10,19,5,11,0,0,0,8,8,3,1,1,1,25
Desmond Bane,SG,1/16/2023,MEM,0,PHO,26:57:00,10,12,3,4,5,5,0,3,3,6,2,0,2,28
Desmond Bane,SG,1/18/2023,MEM,0,CLE,32:30:00,8,17,5,8,4,4,2,2,4,4,1,0,2,25
Desmond Bane,SG,1/20/2023,MEM,1,LAL,33:17:00,6,15,2,4,2,2,1,7,8,6,1,0,2,16
Desmond Bane,SG,1/22/2023,MEM,1,PHO,34:17:00,9,19,0,6,6,6,1,7,8,6,1,0,2,24
Desmond Bane,SG,1/23/2023,MEM,1,SAC,28:39:00,9,13,3,4,0,0,1,3,4,5,1,0,4,21
Desmond Bane,SG,1/25/2023,MEM,1,GSW,34:07:00,7,17,2,7,4,6,0,3,3,4,1,1,3,20
Desmond Bane,SG,2/1/2023,MEM,0,POR,25:32:00,7,16,2,7,1,1,0,0,0,3,1,1,3,17
Desmond Bane,SG,2/2/2023,MEM,1,CLE,32:25:00,8,15,6,7,3,3,0,2,2,1,0,0,2,25
Desmond Bane,SG,2/5/2023,MEM,0,TOR,32:45:00,10,17,4,7,2,2,0,2,2,4,4,1,2,26
Desmond Bane,SG,2/7/2023,MEM,0,CHI,34:40:00,6,12,3,8,2,2,0,6,6,5,2,1,2,17
Desmond Bane,SG,2/10/2023,MEM,0,MIN,32:04:00,6,12,1,4,7,7,0,7,7,5,3,0,3,20
Desmond Bane,SG,2/12/2023,MEM,1,BOS,33:50:00,7,14,3,7,1,1,1,5,6,7,1,2,2,18
Desmond Bane,SG,2/15/2023,MEM,0,UTA,31:48:00,9,20,2,7,4,5,4,2,6,4,1,0,1,24
Desmond Bane,SG,2/23/2023,MEM,1,PHI,32:24:00,10,20,4,12,1,1,2,6,8,2,0,0,3,25
Desmond Bane,SG,2/25/2023,MEM,0,DEN,24:32:00,4,13,1,7,1,1,2,3,5,4,1,1,1,10
Desmond Bane,SG,2/28/2023,MEM,0,LAL,30:10:00,7,13,0,2,2,3,0,5,5,3,4,1,0,16
Desmond Bane,SG,3/1/2023,MEM,1,HOU,29:10:00,12,17,6,9,0,0,1,8,9,6,0,1,1,30
Desmond Bane,SG,3/3/2023,MEM,1,DEN,29:57:00,5,13,2,7,7,7,2,2,4,0,0,0,2,19
Desmond Bane,SG,3/5/2023,MEM,1,LAC,35:23:00,12,22,4,9,2,2,1,3,4,6,0,1,1,30
Devin Booker,SG,10/19/2022,PHO,0,DAL,40:37:00,10,20,1,1,7,7,1,3,4,9,0,1,2,28
Devin Booker,SG,10/21/2022,PHO,1,POR,43:55:00,11,23,3,7,8,9,0,5,5,3,1,0,2,33
Devin Booker,SG,10/23/2022,PHO,1,LAC,34:49:00,13,21,5,9,4,4,1,0,1,4,1,0,3,35
Devin Booker,SG,10/25/2022,PHO,0,GSW,35:19:00,10,19,3,8,11,14,1,1,2,7,3,0,3,34
Devin Booker,SG,10/28/2022,PHO,0,NOP,32:36:00,6,14,0,4,4,4,0,5,5,4,0,0,5,16
Devin Booker,SG,10/30/2022,PHO,0,HOU,35:23:00,14,24,1,7,1,3,1,2,3,6,1,0,1,30
Devin Booker,SG,11/1/2022,PHO,0,MIN,30:26:00,6,18,2,7,4,5,1,6,7,5,0,1,2,18
Devin Booker,SG,11/4/2022,PHO,0,POR,38:22:00,8,21,3,7,6,6,0,5,5,5,1,1,5,25
Devin Booker,SG,11/5/2022,PHO,0,POR,29:10:00,9,20,2,7,4,4,1,2,3,3,1,2,1,24
Devin Booker,SG,11/7/2022,PHO,1,PHI,43:24:00,8,16,1,1,11,14,2,5,7,5,1,0,6,28
Devin Booker,SG,11/9/2022,PHO,1,MIN,38:10:00,12,23,5,7,3,3,0,4,4,10,2,0,1,32
Devin Booker,SG,11/11/2022,PHO,1,ORL,34:28:00,6,19,2,8,3,3,3,5,8,6,1,0,2,17
